,created_at,text,source,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,country,full_name,Timeline,cleaned_tweet_text,LDA_clean_text,EMPATH_scores,Hesitation,Sorrow,Faith,Contentment,Anticipation,Rage,Vaccine Rollout,Inequities,Health Effects,Misinformation,final_category
526,2020-10-25,@genomepandit @notSoJunkDNA @ZDaniloski @virusninja @nygenome @IcahnMountSinai @nyuniversity The virus used in the screen carried the D614 (original) variant of SARS-CoV-2 Spike.,Twitter for iPhone,0,1,2,0,United States,"Manhattan, NY",Before_Oct,virus screen carried original variant sarscov2 spike,virus screen carried original variant sarscov2 spike,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
527,2020-10-23,"Trump: I took a drug, I could be immune forever. 

Biden: 200k people are dead. It’s your fault. 

#PresidentialDebate2020",Twitter for iPhone,33,3,257,2,United States,"Manhattan, NY",Before_Oct,trump could immune forever biden people fault presidentialdebate2020,trump could forever biden people fault presidentialdebate2020,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
528,2020-10-18,"The production, distribution, refrigeration (-80 degrees) &amp; trust-building required to administer 600 miilion vaccine doses (2 per person) will be *by far* the biggest challenge of this pandemic.

Now imagine that Trump is in charge of that process in 2021.

Vote #BidenHarris.",Twitter for Android,27,10,88,1,United States,"Manhattan, NY",Before_Oct,production distribution refrigeration degrees trustbuilding required administer miilion vaccine doses person biggest challenge pandemic imagine trump charge process bidenharris,production distribution refrigeration degrees trustbuilding required administer miilion doses person biggest challenge imagine trump charge process bidenharris,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.05263157894736842, 'Rage': 0.0, 'Vaccine Rollout': 0.10526315789473684, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.10526315789473684,0.0,0.0,0.0,Vaccine Rollout
529,2020-10-12,"In light of the current pandemic, are you wearing an N95 mask for every intubation, regardless of SARS-CoV-2 status? 

@ASALifeline @ASRA_Society @SOAPHQ @PediAnesthesia @CASUpdate @CAS_OBSection",Twitter for iPhone,2,2,8,0,United States,"Manhattan, NY",Before_Oct,light current pandemic wearing every intubation regardless sarscov2 status,light current wearing every intubation regardless sarscov2 status,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.1111111111111111, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Faith
530,2020-10-24,"Glad to finally be able to read what Trump is doing to solve the Coronavirus problem and safely reopen the country. You should read it as well. Very impressive. 

https://t.co/XH0fnjlBa5",Twitter for iPhone,13,6,81,9,United States,"Manhattan, NY",Before_Oct,finally trump solve coronavirus problem safely reopen country impressive,finally trump solve problem safely reopen country impressive,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
531,2020-10-26,Expanding services today beyond #Covidtesting - important next step. Flu vaccinations pave the way for future covid vaccinations.  #XpresCheck #flutesting #monotesting #streptesting https://t.co/C1qDRf1OmR,Twitter for iPad,38,28,293,21,United States,"Manhattan, NY",Before_Oct,expanding services today beyond covidtesting important vaccinations future covid vaccinations xprescheck flutesting monotesting streptesting,expanding services today beyond covidtesting important future xprescheck flutesting monotesting streptesting,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
532,2020-10-26,"""We will see community spread in this country. Not a matter of if but when, &amp; how many people will have severe illness."" 

Dr. Nancy Messonier made this prediction *8* months - &amp; 225k deaths - ago. She should be running the @#!$% @WhiteHouse Coronavirus Task Force. #COVID19 https://t.co/HaIhDlEKej",Twitter for Android,28,2,54,2,United States,"Manhattan, NY",Before_Oct,community spread country matter people severe illness nancy messonier prediction months deaths running coronavirus force covid19,community spread country matter people severe illness nancy messonier prediction months deaths running force covid19,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
533,2020-10-11,"@lvstckcmplcncy @Chinchillazllla @claudiforniaaa @TheLoveBel0w Otherwise, although some coronaviruses cause serious disease, SARS-CoV-2 is the 1st w/ serious neurological and neurovascular manifestations and brain MRI abnormalities. Assuming populations at risk of cognitive and developmental toxicity are safe from it is criminally reckless.",Twitter for iPhone,0,1,2,0,United States,"Manhattan, NY",Before_Oct,otherwise although coronaviruses cause serious disease sarscov2 serious neurological neurovascular manifestations brain abnormalities assuming populations cognitive developmental toxicity criminally reckless,otherwise although coronaviruses cause serious disease sarscov2 serious neurological neurovascular manifestations brain abnormalities assuming populations cognitive developmental toxicity criminally reckless,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.1, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.05}",0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,Rage
534,2020-10-16,"@YasmeenAlbalawi Well, I know that I was supposed to slow down long time ago. But we’re heavily involved in SARS-CoV-2 surveillance and I kept pushing myself until my body gave up on me too hahaha",Twitter for iPhone,0,0,1,0,United States,"Manhattan, NY",Before_Oct,supposed heavily involved sarscov2 surveillance pushing hahaha,supposed heavily involved sarscov2 surveillance pushing hahaha,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
535,2020-10-26,"I guess when Trump said we’re rounding the corner on the coronavirus, he meant down the hall to the VP’s office.",Twitter for iPhone,8,0,109,1,United States,"Manhattan, NY",Before_Oct,guess trump rounding corner coronavirus meant office,guess trump rounding corner meant office,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.14285714285714285, 'Contentment': 0.14285714285714285, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,Faith
536,2020-10-27,"@NYCMayor You never present data, statistics, or even anecdotal information. You merely urge us to do things as businesses crumble. Any news on vaccines?  What’s your plan for reviving our economy?",Twitter for iPhone,9,11,325,0,United States,"Manhattan, NY",Before_Oct,never present statistics anecdotal information merely things businesses crumble vaccines whats reviving economy,never present statistics anecdotal information merely things businesses crumble whats reviving economy,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.07692307692307693, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,Vaccine Rollout
537,2020-10-26,"#COVID19
Preventing the Spread of SARS-CoV-2 With Masks and Other “Low-tech” Interventions | Infectious Diseases | JAMA | JAMA Network - Dr. Fauci

#iStandWithFauci 

https://t.co/oNSpqYnn9P",Twitter for Android,0,0,0,0,United States,"Manhattan, NY",Before_Oct,covid19 preventing spread sarscov2 masks lowtech interventions infectious diseases network fauci istandwithfauci,covid19 preventing spread sarscov2 masks lowtech interventions infectious diseases network fauci istandwithfauci,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
538,2020-10-25,"📢Breaking: COVID -19 vaccine clinical trials on human participants will begin on next Sunday. 
The Israel Institute for Biological Research has received all the necessary approvals from the Ministry of Health &amp; the Helsinki Committee.
Join me to wish them good luck 🤞 https://t.co/5213wZH1Wa",Twitter for Android,9,4,53,2,United States,"Manhattan, NY",Before_Oct,breaking covid vaccine clinical trials human participants begin sunday israel institute biological research received necessary approvals ministry health helsinki committee,breaking clinical trials human participants begin sunday israel institute biological research received necessary approvals ministry health helsinki committee,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.05, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,Anticipation
539,2020-10-25,@MDHealthDept You might want to investigate one of your licensees for spreading disinformation regarding the lethality of SARS-CoV-2 and its long-term impact.  You’ll notice in the replies that she falsely claims that 5x lethality in hospitalized patients = 5x lethality. https://t.co/VuZktuZDht,Twitter for iPhone,0,0,0,0,United States,"Manhattan, NY",Before_Oct,might investigate licensees spreading disinformation regarding lethality sarscov2 longterm impact youll notice replies falsely claims lethality hospitalized patients lethality,might investigate licensees spreading disinformation regarding lethality sarscov2 longterm impact youll notice replies falsely claims lethality hospitalized patients lethality,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.05263157894736842, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.10526315789473684}",0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.10526315789473684,Misinformation
540,2020-10-24,"""He's an epidemiological menace."" -@maddow 

Mass rallies nationwide. Nary a mask in site. Meanwhile, cases begin to surge higher than ever before. 

#wearamask #SocialDistancing #DoTheRightThing #coronavirus https://t.co/fyh9HBuB72",Twitter for Android,21,9,68,4,United States,"Manhattan, NY",Before_Oct,epidemiological menace rallies nationwide meanwhile cases begin surge higher wearamask socialdistancing dotherightthing coronavirus,epidemiological menace rallies nationwide meanwhile cases begin surge higher wearamask socialdistancing dotherightthing,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.07692307692307693, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,Vaccine Rollout
541,2020-10-07,"Me taking my vitamin d, vitamin c, zinc, b12, triple ginsa and bee pollen bc I won’t let u get the chance stupid @coronavirus https://t.co/iBgt1V83Dj",Twitter for iPhone,4,0,60,0,United States,"Manhattan, NY",Before_Oct,taking vitamin vitamin triple ginsa pollen chance stupid,taking vitamin vitamin triple ginsa pollen chance stupid,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.125, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,Rage
542,2020-10-30,"""It is important to note that, to date, none of the vaccines being developed for the U.S. market has been proven to be effective in preventing Covid-19 disease. "" https://t.co/Y9kelgSAlO",Twitter for Android,0,0,0,0,United States,"Manhattan, NY",Before_Oct,important vaccines developed market proven effective preventing covid19 disease,important developed market proven effective preventing covid19 disease,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
543,2020-10-29,"Congratulations to @alshamsi2000 and team for this very pertinent study in @JAMAOnc 👉🏻 Universal microbiologic screening for SARS-CoV-2 should be considered in cancer ctrs for pts undergoing anticancer Rx, in regions with a high prevalence of COVID-19 like USA unfortunately. https://t.co/QgxomAttHe",Twitter for iPhone,4,0,14,0,United States,"Holladay, UT",Before_Oct,congratulations pertinent study universal microbiologic screening sarscov2 considered cancer undergoing anticancer regions prevalence covid19 unfortunately,congratulations pertinent study universal microbiologic screening sarscov2 considered cancer undergoing anticancer regions prevalence covid19 unfortunately,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.06666666666666667, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,Inequities
544,2020-10-14,"OK, so here is the story of Sam Querrey fleeing Russia after testing positive for coronavirus:

[thread]",Twitter for iPhone,517,134,1588,584,United States,"Washington, DC",Before_Oct,story querrey fleeing russia testing positive coronavirus thread,story querrey fleeing russia testing positive thread,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
545,2020-10-16,"I took my test at Judiciary Square on Wed 14 Oct at 0930AM and less than 48hrs later I received my SARS-COV-2 negative results back, via email.

Friends, stay masked up 😷, social distance walking🚶🏾‍♀️ ,and continue with proper hand 🤚🏾 and respiratory hygiene 🦠. https://t.co/d8Xm8HvlXa",Twitter for iPhone,0,0,10,0,United States,"Washington, DC",Before_Oct,judiciary square 0930am 48hrs later received sarscov2 negative results email friends masked social distance walking continue proper respiratory hygiene,judiciary square 0930am 48hrs later received sarscov2 negative results email friends masked social distance walking continue proper respiratory hygiene,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
546,2020-10-20,"You can help us stop the spread of the #coronavirus by turning on exposure notifications on your iPhone or Android

Here’s how to activate DC #COVID Alert Notice (DC CAN) in the settings on your iPhone https://t.co/ZrefuaZkIR",Twitter for iPhone,115,17,129,33,United States,"Washington, DC",Before_Oct,spread coronavirus turning exposure notifications iphone android heres activate covid alert notice settings iphone,spread turning exposure notifications iphone android heres activate alert notice settings iphone,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
547,2020-10-21,I have already been impressed by @odomjohnlab and their work on VOCs in detection of malaria in children but I am absolutely OVER THE MOON with her #IDWeek2020 talk about VOC detection for SARS-CoV-2 infection (including Covid sniffing doggos with 97%specificity 🦮). So cool!!!!! https://t.co/5YrmXy88r1,Twitter for Android,1,0,3,0,United States,"Washington, DC",Before_Oct,already impressed detection malaria children absolutely idweek2020 detection sarscov2 infection including covid sniffing doggos 97specificity,already impressed detection malaria children absolutely idweek2020 detection sarscov2 infection including sniffing doggos 97specificity,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
548,2020-10-08,"An estimated 12,469 Americans passed away from the 2009 H1N1 virus [(H1N1)pdm09] from April 2009 - April 2010.

212,000+ Americans have passed away from COVID-19 (SARS-CoV-2) from February 2020 to present, and this number is tragically rising every single day. https://t.co/bMajsqj8TT",Twitter for iPhone,0,0,2,0,United States,"Washington, DC",Before_Oct,estimated americans passed virus h1n1pdm09 april april americans passed covid19 sarscov2 february present number tragically rising every single,estimated americans passed virus h1n1pdm09 april april americans passed covid19 sarscov2 february present number tragically rising every single,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
549,2020-10-25,"The United States is now reporting a rolling average of 66,970 new coronavirus cases per day, surpassing the 66,755 cases per day average on July 22 for the highest seven-day rolling average since the pandemic began, according to data from CNN and Johns Hopkins University.",Twitter for iPhone,88,8,160,6,United States,"Washington, DC",Before_Oct,united states reporting rolling average coronavirus cases surpassing cases average highest sevenday rolling average since pandemic began according johns hopkins university,united states reporting rolling average cases surpassing cases average highest sevenday rolling average since began according johns hopkins university,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.09523809523809523, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,Vaccine Rollout
550,2020-10-08,"NEW: 34 people connected to White House, more than previously known, infected by coronavirus: Internal FEMA memo

https://t.co/qgIvbqRQFQ",Twitter for iPhone,80,5,100,9,United States,"Washington, DC",Before_Oct,people connected white house previously known infected coronavirus internal,people connected white house previously known infected internal,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
551,2020-10-24,EndSars in the name but spreading SARS-Cov-2 https://t.co/wEkN2tLErc,Twitter for iPhone,0,0,2,0,United States,"Washington, DC",Before_Oct,endsars spreading sarscov2,endsars spreading sarscov2,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
552,2020-10-22,"CNN: 222,000 people in the United States have died from coronavirus.",Twitter for iPhone,69,9,176,13,United States,"Washington, DC",Before_Oct,people united states coronavirus,people united states,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
553,2020-10-29,Fauci says first U.S. COVID-19 vaccines could ship late December or early January https://t.co/8fkyHLwOav,Twitter for Android,0,0,0,0,United States,"Washington, DC",Before_Oct,fauci first covid19 vaccines could december early january,fauci first covid19 could december early january,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
554,2020-10-26,"As the White House gives up on controlling the coronavirus crisis, they’re simultaneously rushing through an illegitimate Trump justice. Rather than trying to help the people that are suffering during this pandemic, they’re focused on pushing their unpopular political agenda.",Twitter for iPhone,45,5,147,6,United States,"Washington, DC",Before_Oct,white house gives controlling coronavirus crisis theyre simultaneously rushing illegitimate trump justice rather trying people suffering pandemic theyre focused pushing unpopular political agenda,white house gives controlling crisis theyre simultaneously rushing illegitimate trump justice rather trying people suffering theyre focused pushing unpopular political agenda,"{'Hesitation': 0.0, 'Sorrow': 0.043478260869565216, 'Faith': 0.043478260869565216, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.043478260869565216, 'Health Effects': 0.0, 'Misinformation': 0.043478260869565216}",0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,Sorrow
555,2020-10-26,"Pres. Trump has 8 rallies scheduled in 5 states in the next 3 days. He’s done about 20 large campaign events since returning to the road after his coronavirus illness 2 weeks ago. 

By contrast, former VP Biden was off the trail yesterday &amp; there’s nothing advised for today yet.",Twitter for iPhone,51,209,220,53,United States,"Washington, DC",Before_Oct,trump rallies scheduled states large campaign events since returning coronavirus illness weeks contrast former biden trail yesterday theres nothing advised today,trump rallies scheduled states large campaign events since returning illness weeks contrast former biden trail yesterday theres nothing advised today,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.047619047619047616, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,Anticipation
556,2020-10-11,@valabhupendra My friends and I in DC thank you so much for providing excellent evidence-based care to our loved one during this SARS-CoV-2 pandemic. We were reassured by your medical planning and updates. God speed Dr Bhupendra. https://t.co/hh0svpzkF8,Twitter for iPhone,0,0,1,0,United States,"Washington, DC",Before_Oct,friends thank providing excellent evidencebased loved sarscov2 pandemic reassured medical planning updates speed bhupendra,friends thank providing excellent evidencebased loved sarscov2 reassured medical planning updates speed bhupendra,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.07142857142857142, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.07142857142857142, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,Vaccine Rollout
557,2020-10-22,"Pandas aren’t the only ones who need to get their vaccinations to grow big and strong 

Be sure the students in your family stay on track with their vaccinations https://t.co/WMutOo1Nl7 https://t.co/rf4OB2Lfk7",Twitter for iPhone,9,1,84,1,United States,"Washington, DC",Before_Oct,pandas arent vaccinations strong students family track vaccinations,pandas arent strong students family track,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
558,2020-10-20,"NEW @ABC Wash Post poll in North Carolina:

Biden 49 (likely voters)
Trump 48

Senate:
Cunningham (D) 49
Sen Tillis (R) 47

@LangerResearch: Coronavirus concerns lift Biden while the state’s sizable evangelical and rural populations pull for Trump
https://t.co/6f3sU0jEjD https://t.co/9Jn7Uk2ayA",Twitter for iPhone,19,7,41,6,United States,"Washington, DC",Before_Oct,north carolina biden likely voters trump senate cunningham tillis coronavirus concerns biden states sizable evangelical rural populations trump,north carolina biden likely voters trump senate cunningham tillis concerns biden states sizable evangelical rural populations trump,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
559,2020-10-23,"How different would the race be if this Trump had shown up to every pandemic interview &amp; presser for the past 8 mos?

Trump’s bombast serves him well in MANY political situations. It does not serve him well wrt coronavirus. He gave the best defense of his administration tonight. https://t.co/Fll6ELG7Ar",Twitter for iPhone,10,13,140,1,United States,"Washington, DC",Before_Oct,different would trump shown every pandemic interview presser trumps bombast serves political situations serve coronavirus defense administration tonight,different would trump shown every interview presser trumps bombast serves political situations serve defense administration tonight,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.05555555555555555, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,Inequities
560,2020-10-19,Trump should definitely host a rally on Halloween and hand out the vaccine like candy,Twitter for iPhone,6,1,80,1,United States,"Washington, DC",Before_Oct,trump definitely rally halloween vaccine candy,trump definitely rally halloween candy,"{'Hesitation': 0.0, 'Sorrow': 0.0, 'Faith': 0.0, 'Contentment': 0.0, 'Anticipation': 0.0, 'Rage': 0.0, 'Vaccine Rollout': 0.0, 'Inequities': 0.0, 'Health Effects': 0.0, 'Misinformation': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vaccine Rollout
